source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
XaEJK,0,CTV3,Blood sample taken,4209107,SNOMED,1970-01-01,2099-12-31,
XaELV,0,CTV3,Serum TSH level,37399332,SNOMED,1970-01-01,2099-12-31,
XE2mO,0,CTV3,Red blood cell distribution width,37397924,SNOMED,1970-01-01,2099-12-31,
XE2eB,0,CTV3,Serum globulin level,37392218,SNOMED,1970-01-01,2099-12-31,
XaERu,0,CTV3,Serum total bilirubin level,37399653,SNOMED,1970-01-01,2099-12-31,
XE278,0,CTV3,Cervical smear - negative,4155376,SNOMED,1970-01-01,2099-12-31,
XM0ly,0,CTV3,Plasma glucose level,37392945,SNOMED,1970-01-01,2099-12-31,
Ub1na,0,CTV3,Ex-smoker,4310250,SNOMED,1970-01-01,2099-12-31,
XaEUq,0,CTV3,Serum cholesterol/HDL ratio,37393333,SNOMED,1970-01-01,2099-12-31,
XaES3,0,CTV3,Serum gamma-glutamyl transferase level,37392187,SNOMED,1970-01-01,2099-12-31,
XaJCO,0,CTV3,Medication review with patient,44809952,SNOMED,1970-01-01,2099-12-31,
X77Wg,0,CTV3,Thyroid function test,37393428,SNOMED,1970-01-01,2099-12-31,
XE2m7,0,CTV3,Erythrocyte sedimentation rate,37393853,SNOMED,1970-01-01,2099-12-31,
XaMJa,0,CTV3,Choice and booking enhanced services administration,44790074,SNOMED,1970-01-01,2099-12-31,
XE2q3,0,CTV3,Serum calcium level,37392174,SNOMED,1970-01-01,2099-12-31,
XE2mj,0,CTV3,Serum electrolyte levels,37392170,SNOMED,1970-01-01,2099-12-31,
XaPbt,0,CTV3,Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised,37398434,SNOMED,1970-01-01,2099-12-31,
Ua1Nz,0,CTV3,Smoking cessation advice,0,None,1970-01-01,2099-12-31,
XaINL,0,CTV3,Serum C reactive protein level,37398482,SNOMED,1970-01-01,2099-12-31,
XE2wr,0,CTV3,Peak expiratory flow rate,4087260,SNOMED,1970-01-01,2099-12-31,
XaERr,0,CTV3,Serum free T4 level,37398618,SNOMED,1970-01-01,2099-12-31,
Xa8Pl,0,CTV3,Cervical smear,0,None,1970-01-01,2099-12-31,
XE24r,0,CTV3,Serum ferritin level,37397915,SNOMED,1970-01-01,2099-12-31,
XE2pd,0,CTV3,Plasma viscosity,37393852,SNOMED,1970-01-01,2099-12-31,
XSFyN,0,CTV3,Glomerular filtration rate,4213477,SNOMED,1970-01-01,2099-12-31,
XaPkd,0,CTV3,Bowel cancer screening programme faecal occult blood test normal,44812674,SNOMED,1970-01-01,2099-12-31,
XE2NL,0,CTV3,Letter from specialist,4151573,SNOMED,1970-01-01,2099-12-31,
XaIo4,0,CTV3,Percentage hypochromic cells,37397950,SNOMED,1970-01-01,2099-12-31,
XaEFY,0,CTV3,Lifestyle counselling,0,None,1970-01-01,2099-12-31,
XaK6t,0,CTV3,Blood test requested,4188815,SNOMED,1970-01-01,2099-12-31,
XaLIc,0,CTV3,Depression screening using questions,44788755,SNOMED,1970-01-01,2099-12-31,
XE2n3,0,CTV3,Urine albumin/creatinine ratio,37393926,SNOMED,1970-01-01,2099-12-31,
XacWQ,0,CTV3,Patient allocated named accountable general practitioner,46285147,SNOMED,1970-01-01,2099-12-31,
XaERp,0,CTV3,HbA1c level (DCCT aligned),37393623,SNOMED,1970-01-01,2099-12-31,
XaQVY,0,CTV3,QRISK2 cardiovascular disease 10 year risk score,37397449,SNOMED,1970-01-01,2099-12-31,
XE0Uc,0,CTV3,Essential hypertension,320128,SNOMED,1970-01-01,2099-12-31,
137R.,0,CTV3,Smoker,4298794,SNOMED,1970-01-01,2099-12-31,
XE2pf,0,CTV3,Serum vitamin B12 level,37397916,SNOMED,1970-01-01,2099-12-31,
XE2NK,0,CTV3,Letter encounter from patient,4148753,SNOMED,1970-01-01,2099-12-31,
XE2qO,0,CTV3,Urine creatinine level,37392373,SNOMED,1970-01-01,2099-12-31,
XaPVj,0,CTV3,Bowel cancer screening programme: faecal occult blood result,44792842,SNOMED,1970-01-01,2099-12-31,
XaJQv,0,CTV3,British or mixed British - ethnic category 2001 census,0,None,1970-01-01,2099-12-31,
Xa1kG,0,CTV3,Did not attend,4084913,SNOMED,1970-01-01,2099-12-31,
Xa1cI,0,CTV3,Follow-up consultation,4094043,SNOMED,1970-01-01,2099-12-31,
Ua0tm,0,CTV3,Pathology,0,None,1970-01-01,2099-12-31,
XaIeq,0,CTV3,Asthma annual review,4214588,SNOMED,1970-01-01,2099-12-31,
XE2q4,0,CTV3,Serum inorganic phosphate level,37392175,SNOMED,1970-01-01,2099-12-31,
XaZ0d,0,CTV3,Seasonal influenza vaccination,44806815,SNOMED,1970-01-01,2099-12-31,
XaXbX,0,CTV3,Implied consent for core Summary Care Record dataset upload,44805213,SNOMED,1970-01-01,2099-12-31,
Xa041,0,CTV3,Waist circumference,4172830,SNOMED,1970-01-01,2099-12-31,
Xab9D,0,CTV3,Informing patient of named accountable general practitioner,44811924,SNOMED,1970-01-01,2099-12-31,
XaG5t,0,CTV3,Main spoken language English,4151757,SNOMED,1970-01-01,2099-12-31,
X74UV,0,CTV3,Blood sampling,4218408,SNOMED,1970-01-01,2099-12-31,
X771i,0,CTV3,AST serum level,37392189,SNOMED,1970-01-01,2099-12-31,
X76tc,0,CTV3,Packed cell volume,37393840,SNOMED,1970-01-01,2099-12-31,
Ub173,0,CTV3,Alcohol units per week,35609491,SNOMED,1970-01-01,2099-12-31,
X772z,0,CTV3,Blood glucose level,37399654,SNOMED,1970-01-01,2099-12-31,
XE2eI,0,CTV3,Urine albumin level,37392374,SNOMED,1970-01-01,2099-12-31,
XE1gy,0,CTV3,Patient's condition improved,4149524,SNOMED,1970-01-01,2099-12-31,
XE2q1,0,CTV3,Serum chloride level,37392173,SNOMED,1970-01-01,2099-12-31,
XE0hs,0,CTV3,Hormone replacement therapy,4141760,SNOMED,1970-01-01,2099-12-31,
XE2q2,0,CTV3,Serum bicarbonate level,37398477,SNOMED,1970-01-01,2099-12-31,
XaRBQ,0,CTV3,NHS Health Check completed,44813741,SNOMED,1970-01-01,2099-12-31,
XaFsZ,0,CTV3,Framingham coronary heart disease 10 year risk score,42872767,SNOMED,1970-01-01,2099-12-31,
XE25C,0,CTV3,Prostate-specific antigen level,37398806,SNOMED,1970-01-01,2099-12-31,
XaMza,0,CTV3,Bowel cancer screening programme,44791543,SNOMED,1970-01-01,2099-12-31,
XaBYn,0,CTV3,Letter encounter,4203434,SNOMED,1970-01-01,2099-12-31,
XM1YA,0,CTV3,Hypertension monitoring,4171421,SNOMED,1970-01-01,2099-12-31,
XaIf8,0,CTV3,Urine leucocyte test = negative,4215263,SNOMED,1970-01-01,2099-12-31,
XE2wt,0,CTV3,Expected peak flow rate,4150784,SNOMED,1970-01-01,2099-12-31,
XaEYo,0,CTV3,Urine nitrite negative,4198267,SNOMED,1970-01-01,2099-12-31,
XaFwD,0,CTV3,White British,0,None,1970-01-01,2099-12-31,
XaIhQ,0,CTV3,Scanned document,0,None,1970-01-01,2099-12-31,
XaEXO,0,CTV3,Clotting screening test,37397798,SNOMED,1970-01-01,2099-12-31,
XE0oq,0,CTV3,Cigarette smoker,4276526,SNOMED,1970-01-01,2099-12-31,
Xa0wt,0,CTV3,Low back pain,194133,SNOMED,1970-01-01,2099-12-31,
XaFsr,0,CTV3,Statin prophylaxis,4201029,SNOMED,1970-01-01,2099-12-31,
XM1Tt,0,CTV3,Letter from consultant,4078131,SNOMED,1970-01-01,2099-12-31,
XE1TA,0,CTV3,Warfarin monitoring,4147957,SNOMED,1970-01-01,2099-12-31,
XaIfN,0,CTV3,Seborrhoeic keratosis,4104248,SNOMED,1970-01-01,2099-12-31,
XE0Xs,0,CTV3,Chest infection NOS,0,None,1970-01-01,2099-12-31,
Xabpk,0,CTV3,Serum adjusted calcium concentration,45770721,SNOMED,1970-01-01,2099-12-31,
Ub0oq,0,CTV3,Non-smoker,4222303,SNOMED,1970-01-01,2099-12-31,
XE2NM,0,CTV3,Did not attend - no reason,4148754,SNOMED,1970-01-01,2099-12-31,
XaFqt,0,CTV3,Suspected UTI,4198427,SNOMED,1970-01-01,2099-12-31,
XaPP8,0,CTV3,General practice physical activity questionnaire physical activity index: inactive,44792757,SNOMED,1970-01-01,2099-12-31,
XaFqz,0,CTV3,Discharge summary,0,None,1970-01-01,2099-12-31,
XaPjx,0,CTV3,Brief intervention for physical activity completed,44793536,SNOMED,1970-01-01,2099-12-31,
XE2Nb,0,CTV3,Asthma monitoring check done,4148757,SNOMED,1970-01-01,2099-12-31,
Ub1tI,0,CTV3,Cigarette consumption,4041508,SNOMED,1970-01-01,2099-12-31,
XabE1,0,CTV3,Serum non high density lipoprotein cholesterol level,37392605,SNOMED,1970-01-01,2099-12-31,
XaKTi,0,CTV3,Liquid based cervical cytology screening,0,None,1970-01-01,2099-12-31,
XE2wy,0,CTV3,Thyroid stimulating hormone level,37394134,SNOMED,1970-01-01,2099-12-31,
XE25R,0,CTV3,Blood urea/renal function,37398780,SNOMED,1970-01-01,2099-12-31,
XaRBT,0,CTV3,NHS Health Check invitation first letter,0,None,1970-01-01,2099-12-31,
XaJKW,0,CTV3,Patient understands why taking all medication,0,None,1970-01-01,2099-12-31,
XaPBq,0,CTV3,QRISK cardiovascular disease 10 year risk score,0,None,1970-01-01,2099-12-31,
XaEFL,0,CTV3,Expected peak expiratory flow rate,0,None,1970-01-01,2099-12-31,
XaIvw,0,CTV3,"Urinary microscopy, culture and sensitivities",37399041,SNOMED,1970-01-01,2099-12-31,
XE2Zq,0,CTV3,Haematocrit - PCV level,37393840,SNOMED,1970-01-01,2099-12-31,
XE26k,0,CTV3,Microbiology,37393838,SNOMED,1970-01-01,2099-12-31,
XaIp4,0,CTV3,Calculated LDL cholesterol level,37393245,SNOMED,1970-01-01,2099-12-31,
XaES5,0,CTV3,Serum creatine kinase level,37392193,SNOMED,1970-01-01,2099-12-31,
XaJVi,0,CTV3,Blood pressure recorded by patient at home,0,None,1970-01-01,2099-12-31,
XaIyE,0,CTV3,Hypertension annual review,0,None,1970-01-01,2099-12-31,
XE0o3,0,CTV3,No FH: Ischaemic heart disease,0,None,1970-01-01,2099-12-31,
XE2K8,0,CTV3,Minor surgery done - injection,0,None,1970-01-01,2099-12-31,
XaKXf,0,CTV3,Prescription collected by pharmacy,0,None,1970-01-01,2099-12-31,
XaIyU,0,CTV3,Mental health review,0,None,1970-01-01,2099-12-31,
XaIeG,0,CTV3,10g monofilament sensation L foot normal,0,None,1970-01-01,2099-12-31,
XaIeF,0,CTV3,10g monofilament sensation R foot normal,0,None,1970-01-01,2099-12-31,
XaKbt,0,CTV3,Predicted peak expiratory flow rate using EN 13826 standard,0,None,1970-01-01,2099-12-31,
XaFvp,0,CTV3,Patient advised about alcohol,0,None,1970-01-01,2099-12-31,
X71Ez,0,CTV3,Advice,0,None,1970-01-01,2099-12-31,
XE2uV,0,CTV3,Ischaemic heart disease,0,None,1970-01-01,2099-12-31,
XM0ls,0,CTV3,Serum urate level,37392201,SNOMED,1970-01-01,2099-12-31,
XE2mR,0,CTV3,Percentage monocyte count,37393321,SNOMED,1970-01-01,2099-12-31,
XE1TY,0,CTV3,Breast neoplasm screening,0,None,1970-01-01,2099-12-31,
X77Qu,0,CTV3,Forced expired volume in 1 second,0,None,1970-01-01,2099-12-31,
XE277,0,CTV3,Cervical smear result,0,None,1970-01-01,2099-12-31,
XE0oa,0,CTV3,Married,0,None,1970-01-01,2099-12-31,
XE2mQ,0,CTV3,Percentage lymphocyte count,37399254,SNOMED,1970-01-01,2099-12-31,
XaORP,0,CTV3,Alcohol use disorder identification test consumption questionnaire,0,None,1970-01-01,2099-12-31,
XE2mS,0,CTV3,Percentage basophil count,37398606,SNOMED,1970-01-01,2099-12-31,
XE2mP,0,CTV3,Percentage neutrophil count,37398605,SNOMED,1970-01-01,2099-12-31,
XE25q,0,CTV3,Urine microscopy: pus cells,37395028,SNOMED,1970-01-01,2099-12-31,
XaIVl,0,CTV3,Medication review without patient,0,None,1970-01-01,2099-12-31,
XaCJj,0,CTV3,Percentage eosinophil count,37399255,SNOMED,1970-01-01,2099-12-31,
XE2bq,0,CTV3,Large unstained cells,37397927,SNOMED,1970-01-01,2099-12-31,
XaIvz,0,CTV3,"Mycology microscopy, culture and sensitivities",37398072,SNOMED,1970-01-01,2099-12-31,
XaCmK,0,CTV3,Urine microscopy: red cells,37394776,SNOMED,1970-01-01,2099-12-31,
Ua1ui,0,CTV3,Result,0,None,1970-01-01,2099-12-31,
Xa0wx,0,CTV3,Knee pain,0,None,1970-01-01,2099-12-31,
XaKSX,0,CTV3,Prescription collected by patient,0,None,1970-01-01,2099-12-31,
XE1FE,0,CTV3,"Backache, unspecified",0,None,1970-01-01,2099-12-31,
XE1DV,0,CTV3,Osteoarthritis,0,None,1970-01-01,2099-12-31,
XaIeL,0,CTV3,O/E - Left diabetic foot at low risk,0,None,1970-01-01,2099-12-31,
XaIBJ,0,CTV3,Influenza vaccination invitation letter sent,0,None,1970-01-01,2099-12-31,
XaIr1,0,CTV3,Item held as scanned document,0,None,1970-01-01,2099-12-31,
XE0qn,0,CTV3,Cough,0,None,1970-01-01,2099-12-31,
XaINa,0,CTV3,Asthma never causes daytime symptoms,0,None,1970-01-01,2099-12-31,
XE2sW,0,CTV3,Microscopy,37397944,SNOMED,1970-01-01,2099-12-31,
XaIge,0,CTV3,Telephone consultation,0,None,1970-01-01,2099-12-31,
XaOwL,0,CTV3,Choose and book referral,0,None,1970-01-01,2099-12-31,
XaLHL,0,CTV3,Influenza vaccination invitation first letter sent,0,None,1970-01-01,2099-12-31,
XaKd4,0,CTV3,Cervical cytology test,37393701,SNOMED,1970-01-01,2099-12-31,
X770D,0,CTV3,Oxygen saturation at periphery,0,None,1970-01-01,2099-12-31,
X75s9,0,CTV3,Shoulder pain,0,None,1970-01-01,2099-12-31,
XaMwb,0,CTV3,Alcohol screen - alcohol use disorder identification test consumption questions completed,0,None,1970-01-01,2099-12-31,
XaCIx,0,CTV3,Diet good,0,None,1970-01-01,2099-12-31,
XaJIt,0,CTV3,Lifestyle advice regarding exercise,0,None,1970-01-01,2099-12-31,
XaIeH,0,CTV3,O/E - Right diabetic foot at low risk,0,None,1970-01-01,2099-12-31,
XE0Xq,0,CTV3,Upper respiratory infection NOS,0,None,1970-01-01,2099-12-31,
XaJKJ,0,CTV3,Drug side effects checked,0,None,1970-01-01,2099-12-31,
XaINb,0,CTV3,Asthma causes daytime symptoms 1 to 2 times per month,0,None,1970-01-01,2099-12-31,
XaXX5,0,CTV3,General practice physical activity questionnaire,0,None,1970-01-01,2099-12-31,
XaG0J,0,CTV3,Cytology laboratory test,37399605,SNOMED,1970-01-01,2099-12-31,
XaINJ,0,CTV3,Blood pressure monitoring,0,None,1970-01-01,2099-12-31,
XaQEa,0,CTV3,White British - ethnic category 2001 census,0,None,1970-01-01,2099-12-31,
X772q,0,CTV3,Haemoglobin A1c level,37392407,SNOMED,1970-01-01,2099-12-31,
XaPPE,0,CTV3,General practice physical activity questionnaire physical activity index: active,0,None,1970-01-01,2099-12-31,
X77bO,0,CTV3,Urine microscopy,37393267,SNOMED,1970-01-01,2099-12-31,
XE1F4,0,CTV3,Neck pain,0,None,1970-01-01,2099-12-31,
XE2dy,0,CTV3,Plasma C-reactive protein level,37398420,SNOMED,1970-01-01,2099-12-31,
X77RW,0,CTV3,Serial peak expiratory flow rate,0,None,1970-01-01,2099-12-31,
XaEis,0,CTV3,Chaperone refused,0,None,1970-01-01,2099-12-31,
XaEFz,0,CTV3,Percent predicted FEV1,0,None,1970-01-01,2099-12-31,
XE25Z,0,CTV3,Glucose tolerance test,37392565,SNOMED,1970-01-01,2099-12-31,
XaQaV,0,CTV3,Lifestyle advice regarding hypertension,0,None,1970-01-01,2099-12-31,
Xa1qL,0,CTV3,Consultation,0,None,1970-01-01,2099-12-31,
XaIg6,0,CTV3,Comment note,0,None,1970-01-01,2099-12-31,
XE0as,0,CTV3,Irritable bowel syndrome,0,None,1970-01-01,2099-12-31,
XE0e0,0,CTV3,Infection of urinary tract,0,None,1970-01-01,2099-12-31,
XaIfK,0,CTV3,Asthma medication review,0,None,1970-01-01,2099-12-31,
XaINi,0,CTV3,Number of times bronchodilator used in one week,0,None,1970-01-01,2099-12-31,
XM0lx,0,CTV3,Serum follicle stimulating hormone level,37393901,SNOMED,1970-01-01,2099-12-31,
XE0rh,0,CTV3,Headache,0,None,1970-01-01,2099-12-31,
XE2NG,0,CTV3,Seen in own home,0,None,1970-01-01,2099-12-31,
XE2J7,0,CTV3,FP1001 signed,0,None,1970-01-01,2099-12-31,
Xa02q,0,CTV3,Skin lesion,0,None,1970-01-01,2099-12-31,
XE1Sf,0,CTV3,Infectious disease : prevention/control,0,None,1970-01-01,2099-12-31,
XaJIr,0,CTV3,Lifestyle advice regarding alcohol,0,None,1970-01-01,2099-12-31,
XaIrd,0,CTV3,Epithelial cell count,37397874,SNOMED,1970-01-01,2099-12-31,
X7ADc,0,CTV3,Mid-stream urine sample,0,None,1970-01-01,2099-12-31,
X40J5,0,CTV3,Type II diabetes mellitus,0,None,1970-01-01,2099-12-31,
XaPf6,0,CTV3,No response to bowel cancer screening programme invitation,44793084,SNOMED,1970-01-01,2099-12-31,
XaKEy,0,CTV3,Bacterial culture and sensitivity,37393562,SNOMED,1970-01-01,2099-12-31,
XaJe9,0,CTV3,Serum total cholesterol level,37397989,SNOMED,1970-01-01,2099-12-31,
XE255,0,CTV3,Rheumatoid factor level,37397812,SNOMED,1970-01-01,2099-12-31,
XaQaU,0,CTV3,Lifestyle advice regarding diet,0,None,1970-01-01,2099-12-31,
XE0re,0,CTV3,Depressed mood,0,None,1970-01-01,2099-12-31,
XaFsq,0,CTV3,Beta blocker prophylaxis,0,None,1970-01-01,2099-12-31,
XE2eG,0,CTV3,Urine protein level,37394227,SNOMED,1970-01-01,2099-12-31,
XE0sE,0,CTV3,Sore throat symptom,0,None,1970-01-01,2099-12-31,
XE078,0,CTV3,Papanicolau smear NEC,0,None,1970-01-01,2099-12-31,
XaN3z,0,CTV3,Non high density lipoprotein cholesterol level,37394334,SNOMED,1970-01-01,2099-12-31,
9N2U.,0,CTV3,Seen by optometrist,0,None,1970-01-01,2099-12-31,
XaIRE,0,CTV3,10g monofilament sensation present,0,None,1970-01-01,2099-12-31,
XaQmV,0,CTV3,No family history of asthma,0,None,1970-01-01,2099-12-31,
XE0Xn,0,CTV3,Acute pharyngitis,0,None,1970-01-01,2099-12-31,
XaIet,0,CTV3,Chronic obstructive pulmonary disease annual review,0,None,1970-01-01,2099-12-31,
X75rv,0,CTV3,Hip pain,0,None,1970-01-01,2099-12-31,
XaIUl,0,CTV3,MRC Breathlessness Scale: grade 2,0,None,1970-01-01,2099-12-31,
XaKCr,0,CTV3,Joint British Societies cardiovascular disease risk less than ten percent over next ten years,0,None,1970-01-01,2099-12-31,
XM1Xx,0,CTV3,Aspirin prophylaxis - IHD,0,None,1970-01-01,2099-12-31,
XaKl6,0,CTV3,Consent given for minor surgery procedure,0,None,1970-01-01,2099-12-31,
XaKqd,0,CTV3,Letter received,0,None,1970-01-01,2099-12-31,
XaI9h,0,CTV3,Coronary heart disease annual review,0,None,1970-01-01,2099-12-31,
XaZ08,0,CTV3,Has authorisation for medication under PSD (patient specific direction),0,None,1970-01-01,2099-12-31,
XaBZO,0,CTV3,Intramuscular injection of vitamin B12,0,None,1970-01-01,2099-12-31,
XaX1E,0,CTV3,"eMED3 (2010) new statement issued, not fit for work",0,None,1970-01-01,2099-12-31,
XaLDN,0,CTV3,Patient health questionnaire (PHQ-9) score,0,None,1970-01-01,2099-12-31,
XaIvK,0,CTV3,Coronary heart disease monitoring 1st letter,0,None,1970-01-01,2099-12-31,
XaJW3,0,CTV3,Referral to musculoskeletal clinic,0,None,1970-01-01,2099-12-31,
XE2e7,0,CTV3,Serum vitamin D level,37394381,SNOMED,1970-01-01,2099-12-31,
XaIvd,0,CTV3,Telephone triage encounter,0,None,1970-01-01,2099-12-31,
XabAM,0,CTV3,Serum prostate specific antigen level,37392151,SNOMED,1970-01-01,2099-12-31,
XE2qu,0,CTV3,Total bilirubin level,37394117,SNOMED,1970-01-01,2099-12-31,
XaFss,0,CTV3,ACE inhibitor prophylaxis,0,None,1970-01-01,2099-12-31,
XE16X,0,CTV3,Acute conjunctivitis,0,None,1970-01-01,2099-12-31,
XaEFM,0,CTV3,Peak flow rate,0,None,1970-01-01,2099-12-31,
XaIgc,0,CTV3,Telephone call to a patient,0,None,1970-01-01,2099-12-31,
XaJIs,0,CTV3,Lifestyle advice regarding smoking,0,None,1970-01-01,2099-12-31,
XaLHI,0,CTV3,Chronic kidney disease stage 3,0,None,1970-01-01,2099-12-31,
Xa1zl,0,CTV3,Retinal photography,0,None,1970-01-01,2099-12-31,
XE2rW,0,CTV3,Radiology/physics in medicine,0,None,1970-01-01,2099-12-31,
Xa1bv,0,CTV3,Ex-cigarette smoker,0,None,1970-01-01,2099-12-31,
XE0Xm,0,CTV3,Acute sinusitis,0,None,1970-01-01,2099-12-31,
X77Yh,0,CTV3,Haematology test,37397797,SNOMED,1970-01-01,2099-12-31,
XM0lv,0,CTV3,Serum LH level,37393899,SNOMED,1970-01-01,2099-12-31,
XE2mq,0,CTV3,Fasting blood glucose level,37398242,SNOMED,1970-01-01,2099-12-31,
X700S,0,CTV3,Anterior knee pain,0,None,1970-01-01,2099-12-31,
XaJKn,0,CTV3,Drug compliance checked,0,None,1970-01-01,2099-12-31,
XaJgg,0,CTV3,Clinical management plan agreed,0,None,1970-01-01,2099-12-31,
XE0qk,0,CTV3,Tired all the time,0,None,1970-01-01,2099-12-31,
XaC2s,0,CTV3,Anti-nuclear factor level,37398972,SNOMED,1970-01-01,2099-12-31,
XaEFF,0,CTV3,Referral to breast clinic,0,None,1970-01-01,2099-12-31,
X75sD,0,CTV3,Foot pain,0,None,1970-01-01,2099-12-31,
X77bL,0,CTV3,Blood film microscopy,37393839,SNOMED,1970-01-01,2099-12-31,
XE0Xr,0,CTV3,Acute bronchitis,0,None,1970-01-01,2099-12-31,
X00Sb,0,CTV3,Mixed anxiety and depressive disorder,0,None,1970-01-01,2099-12-31,
XE2x9,0,CTV3,Herpes zoster infection,0,None,1970-01-01,2099-12-31,
XaZ0i,0,CTV3,Seasonal influenza vaccination declined,0,None,1970-01-01,2099-12-31,
XaK2I,0,CTV3,Phlebotomy generated from secondary care done by practice,0,None,1970-01-01,2099-12-31,
Ub0lK,0,CTV3,Occasional drinker,0,None,1970-01-01,2099-12-31,
XE1FC,0,CTV3,Sciatica,0,None,1970-01-01,2099-12-31,
XE1PZ,0,CTV3,12 lead ECG,0,None,1970-01-01,2099-12-31,
XaEOb,0,CTV3,Helicobacter pylori antibody level,37392811,SNOMED,1970-01-01,2099-12-31,
XaIu5,0,CTV3,Asthma monitoring by nurse,0,None,1970-01-01,2099-12-31,
X501E,0,CTV3,Cellulitis of leg,0,None,1970-01-01,2099-12-31,
XE2xr,0,CTV3,Liver function tests - general,0,None,1970-01-01,2099-12-31,
X70lf,0,CTV3,Ultrasound scan,0,None,1970-01-01,2099-12-31,
XaF6J,0,CTV3,Minor surgery done,0,None,1970-01-01,2099-12-31,
XM0Ch,0,CTV3,C/O - cough,0,None,1970-01-01,2099-12-31,
X703j,0,CTV3,Cervical spondylosis,0,None,1970-01-01,2099-12-31,
XaN0k,0,CTV3,Seen in walk in centre,0,None,1970-01-01,2099-12-31,
XaRFi,0,CTV3,Patient has a written asthma personal action plan,0,None,1970-01-01,2099-12-31,
XaQmT,0,CTV3,Percentage of predicted forced vital capacity,0,None,1970-01-01,2099-12-31,
XaIyc,0,CTV3,Cancer care review,0,None,1970-01-01,2099-12-31,
XE1TS,0,CTV3,Screening,0,None,1970-01-01,2099-12-31,
XaIxR,0,CTV3,FEV1 after bronchodilation,0,None,1970-01-01,2099-12-31,
XE2bw,0,CTV3,Urine microalbumin level,37392915,SNOMED,1970-01-01,2099-12-31,
XE2s5,0,CTV3,Examination / Signs,0,None,1970-01-01,2099-12-31,
XaDvJ,0,CTV3,Aspirin prophylaxis,0,None,1970-01-01,2099-12-31,
XaJr3,0,CTV3,Mental health medication review,0,None,1970-01-01,2099-12-31,
XM18N,0,CTV3,Drug therapy discontinued,0,None,1970-01-01,2099-12-31,
XE1Av,0,CTV3,Eczema NOS,0,None,1970-01-01,2099-12-31,
Xa9CV,0,CTV3,Contact dermatitis,0,None,1970-01-01,2099-12-31,
XaEFy,0,CTV3,FEV1/FVC percent,0,None,1970-01-01,2099-12-31,
XE0oF,0,CTV3,FH: Cardiovascular disease,0,None,1970-01-01,2099-12-31,
XE1EZ,0,CTV3,Shoulder joint pain,0,None,1970-01-01,2099-12-31,
XE25Q,0,CTV3,Aspartate transaminase level,37394375,SNOMED,1970-01-01,2099-12-31,
XaEHe,0,CTV3,Peak expiratory flow rate before bronchodilation,0,None,1970-01-01,2099-12-31,
XE0oH,0,CTV3,FH: Ischaemic heart disease at greater than 60 years,0,None,1970-01-01,2099-12-31,
XE0hr,0,CTV3,Salicylate prophylaxis,0,None,1970-01-01,2099-12-31,
XaPPD,0,CTV3,General practice physical activity questionnaire physical activity index: moderately active,0,None,1970-01-01,2099-12-31,
XE2bu,0,CTV3,Fasting blood lipids,37398716,SNOMED,1970-01-01,2099-12-31,
XaJmG,0,CTV3,Serum protein profile,37393062,SNOMED,1970-01-01,2099-12-31,
XaK26,0,CTV3,Repeat dispensing at designated pharmacy,0,None,1970-01-01,2099-12-31,
